first_name,last_name,student_id,ofcl,rule_id,rule_name,courses_1,courses_2,courses_3,courses_4,courses_5,courses_6,courses_7
,,588257,,123,4 AP Courses,ZQAPBIO,MCS43X,FSS87X,ZQAPMAMI,,,
,,588257,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,588257,,138,AP MATH,MCS21X,,,,,,
,,588257,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,ZZNOAPBIO,,,,,
,,588257,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,429195,,123,4 AP Courses,ZQAPPHYSICAL,MCS43X,ZQAPHEHV,ZZ,,,
,,429195,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,429195,,138,AP MATH,ZZ,,,,,,
,,429195,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,429195,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS21X,ZZNOAPPHY,,,,
,,425236,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,425236,,135,2 AP Courses,FGS87X_WAITLIST,ZZ,,,,,
,,425236,,138,AP MATH,MSS21X_WAITLIST,,,,,,
,,425236,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,425236,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,284409,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,284409,,135,2 AP Courses,FFS87X,MCS43X,,,,,
,,284409,,138,AP MATH,MSS21X,,,,,,
,,284409,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,284409,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,677266,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,677266,,136,3 AP Courses,ZQAPENG,ZQAPBIO,ZZ,,,,
,,677266,,138,AP MATH,MCS21X,,,,,,
,,677266,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,677266,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,748120,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,748120,,136,3 AP Courses,ZQAPBIO,FFS87X,MCS21X,,,,
,,748120,,138,AP MATH,MCS21X,,,,,,
,,748120,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SBS43X,ZZNOAPBIO,,,,
,,748120,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,300452,,123,4 AP Courses,MCS43X,ZQAPPHYSICAL,ZQAPHVHT,AWS21X,,,
,,300452,,133,AP English (must rank AP English in other section),EES87XGP,EES87X5,EES87X3,,,,
,,300452,,138,AP MATH,MCS21X,,,,,,
,,300452,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,300452,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SPS21X,SPS43X,,,,
,,167460,,123,4 AP Courses,ZQAPHVHT,FGS87X,HES21X,ZQAPENG,,,
,,167460,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,167460,,138,AP MATH,ZZ,,,,,,
,,167460,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,167460,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,499519,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,499519,,135,2 AP Courses,MCS43X_WAITLIST,ZQAPPHYSICAL,,,,,
,,499519,,138,AP MATH,MSS21X,,,,,,
,,499519,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,499519,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,ZZNOAPPHY,ZZNOAPPHY,,,,
,,608791,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,608791,,135,2 AP Courses,ZQAPENG,HVS11XG,,,,,
,,608791,,138,AP MATH,MSS21X_WAITLIST,,,,,,
,,608791,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,608791,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,476876,,133,AP English (must rank AP English in other section),EES87X3_WAITLIST,EES87X3_WAITLIST,EES87X3_WAITLIST,,,,
,,476876,,135,2 AP Courses,ZQAPBIO,ZQAPPHYSICAL,,,,,
,,476876,,138,AP MATH,MSS21X,,,,,,
,,476876,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SBS43X,SQS21X,,,,
,,476876,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SCS43X,SCS43X,,,,
,,413392,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,413392,,135,2 AP Courses,MCS43X,ZQAPMAMI_WAITLIST,,,,,
,,413392,,138,AP MATH,ZZ,,,,,,
,,413392,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,413392,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,749797,,133,AP English (must rank AP English in other section),EES87XGP,EES87X5,EES87X3,,,,
,,749797,,134,1 AP Course,ZQAPHEHV_WAITLIST,,,,,,
,,749797,,138,AP MATH,ZZ,,,,,,
,,749797,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X_WAITLIST,SWS21X_WAITLIST,ZZNOAPBIO,,,,
,,749797,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,297910,,133,AP English (must rank AP English in other section),EES87X5,EES87XGP,EES87X3,,,,
,,297910,,135,2 AP Courses,ZQAPPHYSICAL,ZQAPENG,,,,,
,,297910,,138,AP MATH,MSS21X,,,,,,
,,297910,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,297910,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X_WAITLIST,SPS21X_WAITLIST,ZZNOAPPHY,,,,
,,373874,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,373874,,136,3 AP Courses,ZQAPPHYSICAL,ZQAPBIO,ZQAPHEHV,,,,
,,373874,,138,AP MATH,MSS21X,,,,,,
,,373874,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,373874,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS21X,ZZNOAPPHY,,,,
,,495364,,123,4 AP Courses,ZQAPPHYSICAL,MCS43X,ZQAPENG,FLS87X,,,
,,495364,,133,AP English (must rank AP English in other section),EES87X5,EES87X3,EES87XGP,,,,
,,495364,,138,AP MATH,ZZ,,,,,,
,,495364,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SBS43X,SBS43X,,,,
,,495364,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS43X,SPS43X,,,,
,,941334,,123,4 AP Courses,ZQAPPHYSICAL,ZQAPENG,ZQAPMAMI,ZQAPHVHT,,,
,,941334,,133,AP English (must rank AP English in other section),EES87X3,EES87XGP,EES87X5,,,,
,,941334,,138,AP MATH,ZZ,,,,,,
,,941334,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,941334,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS43X,SPS43X,,,,
,,957288,,123,4 AP Courses,ZQAPHEHV,ZQAPENG,MCS21X,FLS87X,,,
,,957288,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,957288,,138,AP MATH,MCS21X,,,,,,
,,957288,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,957288,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,796045,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,796045,,136,3 AP Courses,MCS43X,ZQAPMAMI,ZQAPPHYSICAL,,,,
,,796045,,138,AP MATH,MSS21X,,,,,,
,,796045,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,,,,,
,,796045,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,SPS43X,SCS43X,,,,
,,261912,,123,4 AP Courses,ZQAPPHYSICAL,ZQAPHEHV,MSS21X,ZQAPBIO,,,
,,261912,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,261912,,138,AP MATH,MSS21X,,,,,,
,,261912,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SBS43X,ZZNOAPBIO,,,,
,,261912,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS21X,ZZNOAPPHY,,,,
,,222872,,133,AP English (must rank AP English in other section),EES87XGP_WAITLIST,EES87X3_WAITLIST,EES87X5_WAITLIST,,,,
,,222872,,135,2 AP Courses,FFS87X_WAITLIST,MSS21X,,,,,
,,222872,,138,AP MATH,MCS21X,,,,,,
,,222872,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SQS21X_WAITLIST,ZZNOAPBIO,,,,
,,222872,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X_WAITLIST,SPS21X_WAITLIST,SPS43X_WAITLIST,,,,
,,439418,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,439418,,134,1 AP Course,MCS43X_WAITLIST,,,,,,
,,439418,,138,AP MATH,MCS21X,,,,,,
,,439418,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,439418,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,228588,,133,AP English (must rank AP English in other section),EES87X5,EES87XGP,EES87X3,,,,
,,228588,,136,3 AP Courses,ZQAPMAMI,ZQAPENG,MCS43X,,,,
,,228588,,138,AP MATH,ZZ,,,,,,
,,228588,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,228588,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,725562,,123,4 AP Courses,MCS43X,ZQAPENG,ZQAPPHYSICAL,ZQAPHVHT,,,
,,725562,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,ZZNOAPENG,,,,
,,725562,,138,AP MATH,MSS21X,,,,,,
,,725562,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,725562,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,SPS43X,ZZNOAPPHY,,,,
,,545857,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,545857,,134,1 AP Course,ZQAPPHYSICAL,,,,,,
,,545857,,138,AP MATH,ZZ,,,,,,
,,545857,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,545857,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X_WAITLIST,ZZNOAPPHY,ZZNOAPPHY,,,,
,,500842,,123,4 AP Courses,ZQAPPHYSICAL,MCS43X,ZQAPENG,FMS87X,,,
,,500842,,133,AP English (must rank AP English in other section),EES87XGP,EES87X3,ZZNOAPENG,,,,
,,500842,,138,AP MATH,ZZ,,,,,,
,,500842,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,500842,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS43X,SPS21X,,,,
,,263772,,123,4 AP Courses,ZQAPBIO,ZQAPENG,HVS11X,MCS43X,,,
,,263772,,133,AP English (must rank AP English in other section),EES87X5,EES87XGP,EES87X3,,,,
,,263772,,138,AP MATH,MCS21X,,,,,,
,,263772,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,263772,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,864230,,133,AP English (must rank AP English in other section),EES87X5,EES87X3,EES87XGP,,,,
,,864230,,135,2 AP Courses,ZQAPPHYSICAL,ZQAPENG,,,,,
,,864230,,138,AP MATH,MCS21X,,,,,,
,,864230,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,,,,,
,,864230,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,SCS43X,SPS43X_WAITLIST,,,,
,,987727,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,987727,,135,2 AP Courses,ZQAPPHYSICAL,FSS87X_WAITLIST,,,,,
,,987727,,138,AP MATH,MCS21X,,,,,,
,,987727,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,987727,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X_WAITLIST,SPS43X_WAITLIST,SCS43X,,,,
,,867395,,123,4 AP Courses,ZQAPENG,ZQAPHVHT,HES21X,MSS21X,,,
,,867395,,133,AP English (must rank AP English in other section),EES87XGP,EES87X5,EES87X3,,,,
,,867395,,138,AP MATH,MCS21X,,,,,,
,,867395,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,867395,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,598041,,133,AP English (must rank AP English in other section),EES87X5,ZZNOAPENG,ZZNOAPENG,,,,
,,598041,,135,2 AP Courses,HVS11XG_WAITLIST,ZQAPENG,,,,,
,,598041,,138,AP MATH,MCS21X,,,,,,
,,598041,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,598041,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,868969,,133,AP English (must rank AP English in other section),EES87XGP,EES87X5,EES87X3,,,,
,,868969,,136,3 AP Courses,ZQAPENG,HVS11X,MCS43X,,,,
,,868969,,138,AP MATH,MCS21X,,,,,,
,,868969,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,868969,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,204301,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,204301,,135,2 AP Courses,ZQAPBIO,ZQAPHEHV,,,,,
,,204301,,138,AP MATH,MCS21X,,,,,,
,,204301,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SBS43X,SWS21X,,,,
,,204301,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,323790,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,323790,,135,2 AP Courses,HVS11X,ZQAPENG,,,,,
,,323790,,138,AP MATH,MCS21X,,,,,,
,,323790,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,323790,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,557226,,133,AP English (must rank AP English in other section),EES87X5,EES87XGP,EES87X3,,,,
,,557226,,135,2 AP Courses,ZQAPHEHV,FFS87X,,,,,
,,557226,,138,AP MATH,MCS21X,,,,,,
,,557226,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,ZZNOAPBIO,,,,,
,,557226,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,175398,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,175398,,135,2 AP Courses,ZQAPBIO,MSS21X,,,,,
,,175398,,138,AP MATH,MCS21X,,,,,,
,,175398,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,175398,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,226595,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,226595,,135,2 AP Courses,ZQAPHEHV,ZQAPENG,,,,,
,,226595,,138,AP MATH,MSS21X_WAITLIST,,,,,,
,,226595,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,226595,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,900086,,123,4 AP Courses,ZQAPMAMI,ZQAPENG,ZQAPPHYSICAL,FSS87X,,,
,,900086,,133,AP English (must rank AP English in other section),EES87X3,EES87XGP,EES87X5,,,,
,,900086,,138,AP MATH,ZZ,,,,,,
,,900086,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SWS21X,ZZNOAPBIO,,,,
,,900086,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,265719,,123,4 AP Courses,MCS43X,ZQAPPHYSICAL,ZQAPHEHV,ZQAPENG,,,
,,265719,,133,AP English (must rank AP English in other section),EES87X3,EES87XGP,EES87X5,,,,
,,265719,,138,AP MATH,ZZ,,,,,,
,,265719,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,265719,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,ZZNOAPPHY,ZZNOAPPHY,,,,
,,363823,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,363823,,135,2 AP Courses,ZQAPHEHV,FGS87X,,,,,
,,363823,,138,AP MATH,MCS21X,,,,,,
,,363823,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,363823,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,729333,,133,AP English (must rank AP English in other section),EES87XGP,EES87X3,EES87X5,,,,
,,729333,,135,2 AP Courses,ZQAPMAMI,ZQAPENG,,,,,
,,729333,,138,AP MATH,MCS21X,,,,,,
,,729333,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,729333,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,941444,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,941444,,136,3 AP Courses,MCS21X,MCS43X_WAITLIST,ZQAPPHYSICAL,,,,
,,941444,,138,AP MATH,MCS21X,,,,,,
,,941444,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,941444,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,SPS21X,SPS21X,,,,
,,303822,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,303822,,136,3 AP Courses,ZQAPBIO,MCS43X,ZQAPPHYSICAL,,,,
,,303822,,138,AP MATH,ZZ,,,,,,
,,303822,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,ZZNOAPBIO,,,,
,,303822,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS21X,ZZNOAPPHY,,,,
,,510401,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,510401,,136,3 AP Courses,MCS43X,ZQAPMAMI,ZQAPBIO,,,,
,,510401,,138,AP MATH,MCS21X,,,,,,
,,510401,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,510401,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,ZZNOAPPHY,ZZNOAPPHY,,,,
,,553767,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,553767,,135,2 AP Courses,MSS21X,ZQAPPHYSICAL,,,,,
,,553767,,138,AP MATH,MCS21X,,,,,,
,,553767,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,553767,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,SCS43X,SPS43X_WAITLIST,,,,
,,262191,,123,4 AP Courses,ZQAPPHYSICAL,ZQAPHVHT,ZQAPENG,FSS87X,,,
,,262191,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,262191,,138,AP MATH,ZZ,,,,,,
,,262191,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,262191,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS43X,SPS21X,,,,
,,952657,,123,4 AP Courses,MCS43X,ZQAPHEHV,AWS21X,FLS87X,,,
,,952657,,133,AP English (must rank AP English in other section),EES87X5,EES87X3,EES87XGP,,,,
,,952657,,138,AP MATH,MCS21X,,,,,,
,,952657,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,952657,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,ZZNOAPPHY,,,,
,,524503,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,524503,,136,3 AP Courses,MCS43X,HVS11X,ZQAPPHYSICAL,,,,
,,524503,,138,AP MATH,MSS21X,,,,,,
,,524503,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,524503,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS21X,SPS43X,ZZNOAPPHY,,,,
,,610726,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,610726,,135,2 AP Courses,ZQAPMAMI,MSS21X,,,,,
,,610726,,138,AP MATH,MCS21X,,,,,,
,,610726,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,610726,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,279074,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,279074,,135,2 AP Courses,MCS43X,ZQAPPHYSICAL,,,,,
,,279074,,138,AP MATH,ZZ,,,,,,
,,279074,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,,,,,
,,279074,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,ZZNOAPPHY,,,,
,,764241,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,764241,,136,3 AP Courses,MCS43X,ZQAPHEHV,ZQAPBIO,,,,
,,764241,,138,AP MATH,ZZ,,,,,,
,,764241,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,764241,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,965382,,123,4 AP Courses,ZQAPENG,ZQAPBIO,ZQAPHEHV,FMS87X,,,
,,965382,,133,AP English (must rank AP English in other section),EES87X5,EES87X3,EES87XGP,,,,
,,965382,,138,AP MATH,ZZ,,,,,,
,,965382,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SBS43X,SBS43X,,,,
,,965382,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,591867,,123,4 AP Courses,ZQAPPHYSICAL,ZQAPHEHV,FMS87X,ZQAPENG,,,
,,591867,,133,AP English (must rank AP English in other section),EES87X3,EES87XGP,EES87X5,,,,
,,591867,,138,AP MATH,ZZ,,,,,,
,,591867,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,591867,,143,AP Physical Science (must rank AP Physical Sci in other section),SPS43X,SPS43X,SPS21X,,,,
,,284655,,133,AP English (must rank AP English in other section),EES87X5,EES87X3,EES87XGP,,,,
,,284655,,135,2 AP Courses,ZQAPENG,FLS87X,,,,,
,,284655,,138,AP MATH,MSS21X,,,,,,
,,284655,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,ZZNOAPBIO,ZZNOAPBIO,,,,
