StudentID,LastName,FirstName,BirthDate,OffClass,Grade,Level,EthnicCode,HomeLang,MealCode,Attempted,Earned,English/ENL Avg,Social Studies Avg,Mathematics Avg,Science Avg,Foreign Language Avg,Arts Avg,Overall Avg
288250,,,,,,,,,,36.5,36.5,98.82,89.69,100.00,100.00,95.91,99.88,99.38
838513,,,,,,,,,,38.5,38.5,91.41,91.23,90.80,96.68,89.25,92.97,94.06
750345,,,,,,,,,,35.5,35.5,95.17,94.55,95.66,95.29,87.14,94.94,95.79
469023,,,,,,,,,,30.5,30.5,89.41,89.73,96.36,96.62,85.68,95.85,94.27
625502,,,,,,,,,,25.5,25.5,86.14,88.61,96.33,91.89,92.26,98.40,94.27
694571,,,,,,,,,,10.5,10.5,88.51,87.25,96.89,95.35,91.74,0.00,78.62
567423,,,,,,,,,,26.5,26.5,93.15,93.05,96.64,92.00,94.90,97.98,96.62
451336,,,,,,,,,,32.5,32.5,97.54,92.91,93.96,95.14,91.40,95.70,96.44
738256,,,,,,,,,,40.5,40.5,89.25,85.77,97.30,92.71,92.20,95.86,94.18
710641,,,,,,,,,,8.5,8.5,92.19,87.36,95.96,90.66,87.87,96.93,93.83
369334,,,,,,,,,,42,42,95.19,84.93,87.51,97.69,94.72,95.22,94.54
177186,,,,,,,,,,45.5,45.5,92.56,90.70,91.58,95.71,89.68,96.63,94.81
732872,,,,,,,,,,6.5,6.5,90.58,82.97,97.44,95.70,92.16,98.78,94.94
195163,,,,,,,,,,26.5,26.5,90.01,89.42,100.00,90.01,90.91,90.29,93.77
234375,,,,,,,,,,14.5,14.5,92.36,88.83,98.53,96.67,81.98,0.00,78.40
294460,,,,,,,,,,43.5,43.5,88.24,89.09,95.49,94.65,87.83,93.03,93.39
228051,,,,,,,,,,31.5,31.5,99.65,85.77,100.00,92.65,92.00,100.00,97.01
245895,,,,,,,,,,24.5,24.5,91.91,94.71,93.80,100.00,91.00,99.45,97.14
726518,,,,,,,,,,28.5,28.5,93.72,85.81,95.59,94.73,81.36,94.27,92.91
999138,,,,,,,,,,39.5,39.5,92.16,84.76,96.08,97.83,88.07,96.91,94.63
979090,,,,,,,,,,11.5,11.5,94.90,90.97,100.00,88.90,88.19,97.78,95.46
692382,,,,,,,,,,10.5,10.5,95.41,84.52,92.97,84.18,91.10,94.57,92.46
563274,,,,,,,,,,15.5,15.5,88.34,94.71,92.36,96.55,97.94,0.00,80.32
649562,,,,,,,,,,38.5,37.5,94.07,98.01,91.57,85.42,92.05,95.37,94.75
598347,,,,,,,,,,15.5,15.5,92.68,87.51,97.56,87.95,89.36,97.99,94.17
210510,,,,,,,,,,15.5,15.5,88.50,87.20,82.14,90.80,90.37,93.05,90.68
468921,,,,,,,,,,29.5,29.5,95.43,81.17,91.96,89.95,99.77,96.61,94.48
796150,,,,,,,,,,37.5,37.5,95.75,95.55,92.13,97.55,87.18,96.81,96.16
365366,,,,,,,,,,26.5,26.5,93.19,96.46,95.32,97.32,87.07,93.65,95.83
833644,,,,,,,,,,41.5,41.5,93.79,96.94,92.90,92.28,88.06,99.04,95.84
525852,,,,,,,,,,38.5,38.5,96.31,88.53,92.30,93.64,90.94,96.06,94.96
150031,,,,,,,,,,14.5,13.5,93.62,94.69,94.38,98.29,88.34,0.00,80.22
937695,,,,,,,,,,23.5,23.5,87.69,94.19,86.86,86.59,83.50,92.49,90.55
320873,,,,,,,,,,15.5,15.5,95.47,88.21,86.22,94.42,94.01,100.00,95.05
997045,,,,,,,,,,9.5,9.5,89.06,90.31,91.70,98.16,93.01,0.00,79.04
980410,,,,,,,,,,39.5,39.5,90.20,86.26,95.06,91.83,91.77,97.68,94.13
542892,,,,,,,,,,41.5,41.5,95.37,92.96,90.69,97.42,89.62,100.00,96.34
460868,,,,,,,,,,26.5,26.5,86.50,86.73,99.92,86.77,100.00,96.88,94.80
940321,,,,,,,,,,42.5,42.5,92.94,88.08,100.00,95.13,88.41,95.56,95.36
949063,,,,,,,,,,35.5,35.5,95.44,88.97,95.43,86.40,87.34,94.57,93.36
892590,,,,,,,,,,42.5,42.5,86.86,91.44,95.60,89.49,86.44,97.93,93.29
190878,,,,,,,,,,37.5,37.5,91.53,89.59,89.90,97.84,91.70,98.48,95.17
365368,,,,,,,,,,45,45,88.23,85.34,93.30,95.63,94.82,95.74,94.18
264764,,,,,,,,,,43.5,43.5,96.20,85.47,100.00,98.67,82.86,94.26,94.91
479946,,,,,,,,,,27,27,92.74,95.36,94.40,91.23,86.11,92.56,94.07
396379,,,,,,,,,,42.5,42.5,88.15,92.33,96.48,97.49,90.24,100.00,96.11
234444,,,,,,,,,,10.5,10.5,92.46,93.12,100.00,98.54,85.12,0.00,80.21
877908,,,,,,,,,,24.5,24.5,100.00,92.16,96.59,93.79,87.66,96.48,96.45
295654,,,,,,,,,,37.5,37.5,96.34,90.12,96.96,91.24,92.30,97.34,96.05
734683,,,,,,,,,,27,27,86.37,88.29,100.00,92.18,87.92,95.49,93.71
429016,,,,,,,,,,39.5,39.5,93.75,89.36,99.90,100.00,88.38,96.45,96.64
444682,,,,,,,,,,16.5,16.5,86.12,80.70,98.02,95.50,88.94,0.00,76.88
876240,,,,,,,,,,13.5,13.5,88.12,96.41,89.55,92.09,84.35,98.37,93.48
255603,,,,,,,,,,24.5,24.5,90.80,92.25,95.41,89.23,88.96,91.47,93.35
131022,,,,,,,,,,37.5,37.5,98.49,92.36,92.81,99.84,85.33,89.58,95.07
224102,,,,,,,,,,43.5,43.5,95.32,90.28,92.38,94.51,88.46,97.79,95.12
125145,,,,,,,,,,23.5,23.5,96.64,90.35,93.59,87.73,92.05,99.44,95.30
569877,,,,,,,,,,39.5,39.5,82.87,86.60,91.63,90.13,90.95,98.70,92.15
638927,,,,,,,,,,30.66,30.66,90.56,93.89,99.77,86.53,93.90,92.44,94.85
186865,,,,,,,,,,6.5,6.5,93.39,94.97,93.72,95.63,89.20,97.04,95.99
719935,,,,,,,,,,41.5,41.5,90.16,92.28,98.96,98.42,90.99,96.66,96.58
355797,,,,,,,,,,39.5,39.5,91.62,90.90,96.43,94.82,86.51,96.91,94.86
323622,,,,,,,,,,42.5,42.5,83.64,84.42,94.18,96.56,90.08,98.43,93.22
920873,,,,,,,,,,28.5,28.5,84.32,86.55,97.06,93.52,81.43,95.48,91.73
338464,,,,,,,,,,12.5,12.5,85.52,90.83,94.75,100.00,86.99,0.00,78.35
592463,,,,,,,,,,29.5,29.5,91.08,94.29,95.47,88.79,93.58,90.41,94.27
359536,,,,,,,,,,29.5,29.5,90.85,83.31,93.18,96.15,88.19,93.39,92.85
894387,,,,,,,,,,40.5,40.5,93.04,90.12,98.28,98.07,88.27,98.05,96.30
208313,,,,,,,,,,39,39,91.36,93.84,97.88,89.90,89.87,95.08,94.99
406520,,,,,,,,,,38.5,38.5,94.97,78.74,90.19,93.64,87.10,89.08,90.95
611693,,,,,,,,,,41.5,41.5,87.76,88.43,95.49,94.28,91.88,93.81,93.94
805302,,,,,,,,,,29.5,29.5,84.37,85.22,96.17,96.15,90.74,96.21,93.48
382796,,,,,,,,,,10.5,10.5,96.43,85.10,99.41,94.05,90.79,93.93,95.29
372142,,,,,,,,,,10.5,10.5,86.69,88.84,92.77,92.46,88.89,96.05,92.95
923142,,,,,,,,,,36.5,35.5,84.56,96.33,90.82,93.99,95.22,95.35,94.71
811373,,,,,,,,,,42,41.5,95.06,89.30,100.00,90.91,87.20,93.43,94.65
737093,,,,,,,,,,12.5,12.5,89.79,87.63,100.00,100.00,95.79,0.00,80.87
374204,,,,,,,,,,39.5,39.5,92.94,86.26,98.61,90.08,93.90,94.58,94.73
585735,,,,,,,,,,46.5,46.5,96.88,90.48,98.10,90.79,84.73,98.13,95.18
954694,,,,,,,,,,20.66,20.66,95.40,94.19,96.52,95.69,87.67,94.07,95.92
686642,,,,,,,,,,13.5,13.5,86.24,91.63,96.78,96.42,92.39,96.86,95.39
980043,,,,,,,,,,34.5,34.5,91.64,92.24,97.73,92.06,89.07,98.18,95.49
564695,,,,,,,,,,41.5,41.5,94.29,91.09,94.46,90.04,85.67,91.72,93.21
872803,,,,,,,,,,16.5,16.5,95.50,88.37,95.81,93.61,87.15,0.00,78.74
954082,,,,,,,,,,25.5,25.5,97.01,84.62,93.68,93.38,84.94,100.00,94.27
983556,,,,,,,,,,25.5,25.5,94.10,85.96,98.93,90.34,83.76,95.62,93.45
795187,,,,,,,,,,29,29,97.40,99.24,95.37,89.70,88.96,95.07,96.29
550865,,,,,,,,,,41.5,41.5,86.48,89.54,98.43,94.73,87.28,92.13,93.43
370336,,,,,,,,,,27.5,27.5,85.12,90.50,98.07,93.43,92.29,94.92,94.39
399925,,,,,,,,,,22.5,22.5,88.13,91.89,92.29,87.50,85.55,93.57,91.82
774013,,,,,,,,,,45.5,45.5,91.16,88.74,91.85,96.24,98.40,100.00,96.40
673244,,,,,,,,,,12.5,12.5,88.55,95.33,90.64,100.00,86.59,0.00,78.85
639435,,,,,,,,,,42.5,42.5,89.24,94.73,89.01,94.69,89.61,100.00,94.88
188222,,,,,,,,,,10.5,10.5,99.52,93.54,98.43,92.08,90.25,0.00,80.97
489689,,,,,,,,,,14.5,14.5,87.20,90.46,88.90,100.00,89.82,93.08,93.58
955697,,,,,,,,,,39.5,39.5,93.89,87.37,96.46,93.44,91.27,100.00,95.74
239586,,,,,,,,,,30.5,30.5,95.14,95.24,92.35,93.97,98.72,95.98,97.23
319326,,,,,,,,,,6.5,6.5,89.69,80.84,97.39,93.96,93.30,93.49,93.45
740144,,,,,,,,,,33.5,33.5,94.87,87.93,92.78,94.47,87.65,94.99,94.12
672344,,,,,,,,,,26.5,26.5,96.26,86.41,97.41,100.00,90.11,100.00,97.03
695010,,,,,,,,,,37.5,37.5,90.41,92.28,93.22,96.74,91.90,94.50,95.17
742866,,,,,,,,,,6.5,6.5,86.48,87.03,100.00,90.02,93.06,94.65,93.87
641028,,,,,,,,,,10.5,10.5,90.23,87.01,99.03,93.36,85.98,0.00,77.93
168561,,,,,,,,,,24.5,24.5,90.67,91.88,94.80,92.31,92.55,93.57,94.63
331290,,,,,,,,,,10.5,10.5,87.22,82.93,88.68,91.27,89.55,97.43,91.51
926377,,,,,,,,,,15.5,15.5,100.00,83.79,81.48,98.45,91.76,95.97,93.91
755186,,,,,,,,,,30.5,30.5,89.63,98.60,93.43,90.94,96.71,97.39,96.45
891697,,,,,,,,,,25.5,25.5,93.22,90.52,99.38,96.96,87.75,100.00,96.64
342088,,,,,,,,,,10.5,10.5,95.25,89.88,92.59,93.65,89.86,94.36,94.60
428552,,,,,,,,,,25.5,25.5,89.50,91.45,97.12,98.88,94.24,97.22,96.74
672372,,,,,,,,,,26.5,26.5,95.79,88.35,97.06,94.89,81.42,100.00,94.92
994435,,,,,,,,,,13.5,13.5,94.99,96.02,94.84,91.46,94.84,94.28,96.40
241581,,,,,,,,,,41.5,41.5,96.74,91.79,89.80,93.65,93.56,100.00,96.26
359457,,,,,,,,,,25.5,25.5,90.09,91.23,91.68,96.36,88.86,98.16,94.73
493964,,,,,,,,,,23,23,88.22,92.22,99.42,90.28,92.58,100.00,95.79
251663,,,,,,,,,,24.5,24.5,84.53,92.97,93.80,91.73,93.24,96.22,94.08
390732,,,,,,,,,,10.5,10.5,93.15,93.41,100.00,93.72,97.07,94.75,97.35
886495,,,,,,,,,,23.5,23.5,95.42,94.94,99.31,93.79,85.93,97.81,96.53
408568,,,,,,,,,,12.5,12.5,91.47,92.23,89.78,95.50,88.28,96.38,94.27
419756,,,,,,,,,,10.5,10.5,92.37,91.24,100.00,84.47,90.16,0.00,78.37
156931,,,,,,,,,,42.5,42.5,94.44,93.41,97.30,98.01,87.76,91.03,95.66
949995,,,,,,,,,,28.5,28.5,92.19,86.58,88.00,95.52,88.94,96.27,93.25
326815,,,,,,,,,,33.5,33.5,86.22,88.31,92.15,96.25,85.58,99.05,93.26
193749,,,,,,,,,,41.5,41.5,88.37,91.97,96.08,95.57,92.94,97.60,95.75
438310,,,,,,,,,,17.5,17.5,96.88,85.94,92.18,92.51,90.63,96.81,94.49
468701,,,,,,,,,,24.5,24.5,91.91,86.40,91.91,93.26,87.71,90.34,92.25
250955,,,,,,,,,,35.5,35.5,92.70,87.05,99.23,92.66,94.25,100.00,96.32
500885,,,,,,,,,,41,41,93.86,88.78,96.12,91.43,84.57,93.89,93.44
838815,,,,,,,,,,27.5,27.5,93.21,89.80,100.00,97.67,90.53,100.00,97.20
334974,,,,,,,,,,23.5,23.5,89.57,96.60,100.00,91.41,85.62,94.64,94.97
213547,,,,,,,,,,6.5,6.5,88.37,85.58,95.02,93.86,77.33,95.00,91.19
676835,,,,,,,,,,28.5,28.5,93.90,91.60,97.21,91.77,91.82,94.15,95.41
412565,,,,,,,,,,43.5,43.5,92.38,89.68,90.15,89.43,87.76,95.43,92.81
460266,,,,,,,,,,33.5,33.5,95.86,93.02,93.74,97.25,87.45,99.63,96.49
730318,,,,,,,,,,24.5,23.5,89.94,83.76,91.62,96.79,87.99,90.44,92.09
894870,,,,,,,,,,15.5,15.5,92.59,88.01,93.29,91.09,93.83,97.86,94.78
288536,,,,,,,,,,24.5,24.5,84.62,86.40,95.84,95.52,90.24,95.19,93.30
492115,,,,,,,,,,10.5,10.5,97.38,90.78,95.17,93.93,92.12,93.63,95.83
185570,,,,,,,,,,24.5,24.5,86.59,92.73,100.00,99.75,78.43,100.00,94.92
401104,,,,,,,,,,37.5,37.5,94.62,88.55,94.14,94.34,84.90,99.35,94.65
677823,,,,,,,,,,10.5,10.5,91.34,96.28,96.43,88.71,86.72,90.84,93.72
820274,,,,,,,,,,12.5,12.5,89.54,90.05,88.49,91.54,83.83,0.00,75.91
462600,,,,,,,,,,41.5,41.5,88.16,87.72,100.00,93.22,81.17,100.00,93.71
367030,,,,,,,,,,6.5,6.5,89.03,91.05,97.84,93.52,93.22,94.81,95.25
748926,,,,,,,,,,7.5,7.5,83.73,86.78,98.68,87.90,93.10,94.28,92.75
684593,,,,,,,,,,14.5,14.5,93.37,89.66,96.59,94.95,91.59,0.00,79.69
406380,,,,,,,,,,30.5,30.5,88.19,95.47,91.99,91.85,89.45,96.99,94.32
747340,,,,,,,,,,46,46,94.94,92.03,100.00,91.07,88.80,98.97,96.30
280333,,,,,,,,,,33.5,33.5,89.76,87.10,93.33,97.35,86.83,100.00,94.40
365538,,,,,,,,,,11.5,11.5,87.67,85.66,91.79,88.63,94.38,0.00,76.69
119916,,,,,,,,,,25.5,25.5,98.19,99.12,93.59,96.49,97.20,96.30,98.82
700275,,,,,,,,,,41.5,41.5,97.32,96.28,97.91,96.47,91.94,93.43,97.56
472511,,,,,,,,,,35.5,35.5,84.75,93.19,92.87,98.24,89.78,95.57,94.40
922801,,,,,,,,,,11.5,11.5,95.72,92.59,94.68,89.79,93.51,95.67,95.66
488870,,,,,,,,,,27.5,27.5,99.32,83.06,94.77,89.30,82.79,96.85,93.02
966228,,,,,,,,,,27,27,100.00,88.14,98.68,90.27,92.44,96.65,96.36
696352,,,,,,,,,,23.5,23.5,90.99,81.99,98.57,92.08,89.62,93.74,93.17
719155,,,,,,,,,,6.5,6.5,96.43,87.58,90.23,94.86,88.33,0.00,78.24
481372,,,,,,,,,,11.5,11.5,89.80,87.98,99.05,97.00,86.63,92.85,94.22
389866,,,,,,,,,,39.5,39.5,95.84,94.02,93.40,91.01,92.14,93.61,95.34
636134,,,,,,,,,,24.5,24.5,92.28,83.84,97.21,92.51,88.91,95.89,93.77
454434,,,,,,,,,,26.5,26.5,94.31,89.19,98.02,97.64,85.44,93.19,94.96
505772,,,,,,,,,,40.5,40.5,91.70,84.96,92.52,97.15,96.18,90.86,94.23
322943,,,,,,,,,,25,25,99.09,89.87,89.13,97.21,97.99,95.04,96.72
667880,,,,,,,,,,25.5,25.5,92.29,89.69,92.49,98.01,89.03,92.31,94.30
779412,,,,,,,,,,12.5,12.5,89.75,93.46,95.74,88.88,91.45,97.57,94.81
234171,,,,,,,,,,28.5,28.5,93.61,83.55,93.67,92.94,87.80,95.41,93.16
261839,,,,,,,,,,30,30,90.54,88.61,97.46,98.65,88.88,95.49,95.27
622253,,,,,,,,,,40.5,40.5,89.65,86.02,96.68,96.51,100.00,99.08,96.66
486735,,,,,,,,,,12.5,12.5,92.95,85.02,100.00,90.30,90.33,93.08,93.95
808386,,,,,,,,,,39.5,39.5,90.75,93.69,91.13,92.56,85.93,96.78,93.81
101768,,,,,,,,,,30.5,30.5,88.84,86.75,95.50,89.22,94.58,98.03,94.15
877089,,,,,,,,,,28.5,28.5,88.12,92.77,92.86,96.44,85.49,100.00,94.61
421780,,,,,,,,,,14.5,14.5,92.57,92.22,96.01,97.76,92.51,97.09,96.69
685595,,,,,,,,,,12.5,12.5,96.49,82.91,100.00,92.06,96.91,0.00,80.06
124309,,,,,,,,,,21.5,20.5,89.79,88.42,86.20,93.66,85.84,94.87,91.80
463509,,,,,,,,,,37.5,37.5,87.65,83.45,100.00,91.92,79.49,90.90,90.90
209750,,,,,,,,,,24.5,24.5,88.51,100.00,97.63,88.40,88.27,97.61,95.40
390125,,,,,,,,,,26.5,26.5,97.69,92.62,96.24,92.67,89.41,95.28,95.98
989652,,,,,,,,,,28.5,28.5,93.65,87.41,96.28,100.00,88.50,97.88,95.95
696910,,,,,,,,,,45.5,45.5,89.22,92.86,98.20,92.65,91.39,98.45,95.80
880249,,,,,,,,,,45.5,45.5,89.29,89.52,98.42,92.14,93.47,92.80,94.61
940407,,,,,,,,,,30.5,30.5,86.73,80.36,95.15,86.98,91.97,94.82,91.33
144771,,,,,,,,,,24.5,24.5,95.67,90.56,92.76,98.71,89.92,98.72,96.39
198912,,,,,,,,,,12.5,12.5,85.73,93.80,95.71,89.67,90.95,0.00,77.98
775741,,,,,,,,,,25,25,95.71,94.33,92.69,88.81,84.91,94.01,93.74
253192,,,,,,,,,,26.5,26.5,93.22,90.28,93.30,96.87,88.68,98.50,95.47
888255,,,,,,,,,,39.5,39.5,88.85,89.78,96.72,94.60,84.13,100.00,94.35
904224,,,,,,,,,,9.5,9.5,91.28,90.27,98.35,97.25,92.49,94.08,95.95
924578,,,,,,,,,,32.5,32.5,91.12,87.48,86.99,88.44,87.19,94.75,91.33
648552,,,,,,,,,,8.5,8.5,96.40,86.90,100.00,87.92,83.61,100.00,94.47
119719,,,,,,,,,,32.5,32.5,98.34,91.67,95.85,92.83,85.92,97.02,95.61
755104,,,,,,,,,,14.5,14.5,97.17,78.33,95.43,93.25,88.32,96.73,93.54
449608,,,,,,,,,,38.5,38.5,95.57,89.95,94.35,90.55,89.79,95.79,94.66
897251,,,,,,,,,,31.5,31.5,81.93,91.30,98.07,98.66,83.87,96.49,93.72
690565,,,,,,,,,,6.5,6.5,94.24,81.46,98.71,98.76,93.41,0.00,79.76
646143,,,,,,,,,,41.5,41.5,94.22,88.28,100.00,98.92,93.45,91.67,96.42
552990,,,,,,,,,,30.5,30.5,86.58,96.04,93.76,93.76,85.29,100.00,94.57
515548,,,,,,,,,,34.5,34.5,90.17,89.77,87.72,92.91,93.37,100.00,94.32
124496,,,,,,,,,,33.5,33.5,92.30,88.77,99.82,90.92,90.26,97.86,95.32
407530,,,,,,,,,,10.5,10.5,90.56,95.69,90.79,95.00,91.67,0.00,79.29
769634,,,,,,,,,,22.5,22.5,94.76,94.15,96.43,94.18,90.63,92.13,95.71
673023,,,,,,,,,,39.5,39.5,95.33,89.97,96.88,89.30,85.30,95.14,93.99
468708,,,,,,,,,,16.5,16.5,93.32,86.95,86.96,90.11,88.06,96.19,92.26
704280,,,,,,,,,,29.5,29.5,86.49,96.20,97.34,91.71,87.57,95.42,94.45
530167,,,,,,,,,,38.5,38.5,96.90,92.95,96.15,92.03,82.45,100.00,95.41
413767,,,,,,,,,,41.5,41.5,90.46,86.87,100.00,89.47,92.20,95.81,94.47
425610,,,,,,,,,,41.5,41.5,89.17,86.53,99.44,95.89,100.00,96.53,96.59
551325,,,,,,,,,,6.5,6.5,89.28,91.87,100.00,89.43,91.12,92.96,94.44
210018,,,,,,,,,,13.5,13.5,96.41,94.34,95.56,93.22,92.79,95.27,96.60
404408,,,,,,,,,,35.5,35.5,98.53,86.48,91.50,95.72,88.53,94.02,94.46
519725,,,,,,,,,,32.5,32.5,85.49,86.13,97.06,89.89,88.54,94.35,92.24
249033,,,,,,,,,,45.5,45.5,87.38,84.73,90.57,89.90,84.78,98.41,91.29
242676,,,,,,,,,,35.5,35.5,92.89,84.53,91.20,100.00,85.69,95.62,93.65
523063,,,,,,,,,,27.5,27.5,91.97,91.39,93.79,93.67,89.58,91.28,93.95
229254,,,,,,,,,,33.5,33.5,92.77,94.17,91.63,89.84,85.73,93.79,93.32
979364,,,,,,,,,,40,40,93.80,80.76,100.00,95.54,91.77,95.67,94.92
563912,,,,,,,,,,7.5,7.5,90.92,86.66,94.00,99.39,92.77,94.39,95.02
616278,,,,,,,,,,25.5,25.5,93.65,92.40,91.41,92.44,88.44,99.24,94.93
403659,,,,,,,,,,24.5,24.5,92.07,85.34,99.71,98.26,94.68,97.33,96.57
350713,,,,,,,,,,27.5,27.5,100.00,88.45,97.29,92.55,92.90,94.23,96.24
638918,,,,,,,,,,38.5,34.5,92.98,84.59,98.01,93.66,85.80,94.23,93.54
146051,,,,,,,,,,30.5,30.5,93.00,86.25,92.12,96.02,96.44,91.33,94.53
490248,,,,,,,,,,26.5,26.5,81.22,90.94,94.60,90.73,91.57,97.99,93.17
233224,,,,,,,,,,6.5,6.5,90.81,89.80,93.55,97.56,87.42,0.00,78.53
779398,,,,,,,,,,6.5,6.5,86.21,91.04,88.30,97.95,86.08,0.00,76.93
271038,,,,,,,,,,26.5,26.5,89.48,96.62,91.88,87.82,92.78,96.25,94.47
780275,,,,,,,,,,41.5,41.5,91.91,89.89,87.94,96.42,96.05,95.81,95.00
557784,,,,,,,,,,23.5,23.5,87.92,85.17,94.48,99.88,89.26,95.71,94.07
597250,,,,,,,,,,23.5,23.5,92.41,93.39,93.64,92.75,89.10,97.26,95.09
857643,,,,,,,,,,13.5,13.5,90.59,90.06,100.00,89.72,100.00,99.88,97.04
187093,,,,,,,,,,20.5,19,90.30,93.56,93.00,100.00,84.50,92.56,94.32
912007,,,,,,,,,,7.5,7.5,91.53,88.66,92.93,93.34,92.93,94.82,94.37
318952,,,,,,,,,,28.5,28.5,93.09,100.00,96.52,95.11,92.28,98.35,97.89
328625,,,,,,,,,,15.5,15.5,96.77,86.77,90.98,95.46,85.32,98.72,94.33
459586,,,,,,,,,,26.5,26.5,92.05,84.72,89.77,90.34,87.24,95.19,91.89
395314,,,,,,,,,,28.5,28.5,89.15,89.79,100.00,96.28,85.03,92.16,94.07
619899,,,,,,,,,,24.5,24.5,93.77,90.07,92.60,96.67,88.11,99.34,95.43
298893,,,,,,,,,,29.5,28.5,92.23,91.83,100.00,92.46,85.18,95.75,94.91
347998,,,,,,,,,,12.5,12.5,86.41,91.62,99.21,92.42,92.95,98.24,95.47
537111,,,,,,,,,,11.5,11.5,92.04,91.10,92.94,87.82,89.82,94.00,93.29
362013,,,,,,,,,,36.5,36.5,80.25,89.82,96.77,93.60,98.89,93.89,94.20
828185,,,,,,,,,,24.5,24.5,93.25,84.58,91.12,92.63,86.21,94.03,92.30
136205,,,,,,,,,,40.5,39.5,98.25,86.64,96.44,91.38,93.45,96.03,95.70
694721,,,,,,,,,,45.5,45.5,98.28,82.27,95.12,94.11,88.31,93.24,93.89
140701,,,,,,,,,,39.5,39.5,89.45,92.68,90.82,97.98,85.53,94.85,93.88
410239,,,,,,,,,,39.5,39.5,90.56,90.37,89.26,90.78,86.24,100.00,93.20
426232,,,,,,,,,,43.5,42.5,93.93,91.37,98.17,95.61,87.77,96.47,95.89
169222,,,,,,,,,,24.5,24.5,86.97,88.83,97.80,89.15,84.74,100.00,93.25
773327,,,,,,,,,,10.5,10.5,95.25,85.66,99.12,87.53,90.15,0.00,78.28
678162,,,,,,,,,,37.5,37.5,89.46,89.34,96.34,97.19,91.51,96.00,95.31
235918,,,,,,,,,,10.5,10.5,94.67,88.01,91.81,90.67,85.89,95.10,93.02
579566,,,,,,,,,,25.5,25.5,100.00,85.53,96.34,93.02,99.49,100.00,97.73
426343,,,,,,,,,,10.5,10.5,94.34,98.17,98.02,95.21,87.29,0.00,80.84
486705,,,,,,,,,,12.5,12.5,88.13,94.21,94.25,95.36,91.66,0.00,79.27
298913,,,,,,,,,,11.5,11.5,88.69,90.03,93.18,93.14,90.39,96.95,94.06
469750,,,,,,,,,,10.5,10.5,94.66,81.13,95.30,91.31,87.54,95.51,92.91
216001,,,,,,,,,,39.5,39.5,79.22,94.19,96.49,100.00,93.01,94.80,94.95
643030,,,,,,,,,,39.5,39.5,88.30,90.08,94.50,96.79,98.07,90.39,95.02
698058,,,,,,,,,,29.5,29.5,84.67,92.24,98.87,97.03,95.68,93.72,95.70
812231,,,,,,,,,,46.5,46.5,92.41,91.90,92.07,92.59,96.45,100.00,96.24
992725,,,,,,,,,,6.5,6.5,89.34,98.59,92.56,86.16,90.06,99.25,94.66
867270,,,,,,,,,,38.5,38.5,98.98,83.21,96.96,92.90,89.55,95.88,94.92
450763,,,,,,,,,,24.5,24.5,97.37,84.88,95.26,92.53,87.18,98.25,94.58
254975,,,,,,,,,,26.5,26.5,95.11,90.12,98.11,91.06,89.42,95.88,95.28
262341,,,,,,,,,,20.5,20.5,92.95,92.28,96.71,97.85,87.76,96.90,96.07
803426,,,,,,,,,,39.5,39.5,96.99,94.20,95.03,98.86,88.44,92.27,96.30
300994,,,,,,,,,,12.5,12.5,100.00,94.71,95.96,92.68,92.58,0.00,81.32
324732,,,,,,,,,,14.5,14.5,92.33,84.03,87.75,92.58,90.35,0.00,76.51
348432,,,,,,,,,,41.5,39.5,90.96,89.51,88.94,87.34,90.96,94.85,92.43
650597,,,,,,,,,,15.5,15.5,89.44,86.15,92.90,89.94,88.77,96.02,92.54
767271,,,,,,,,,,29.5,29.5,92.70,87.92,89.75,93.04,94.07,97.46,94.49
711939,,,,,,,,,,26.5,26.5,93.95,87.09,100.00,99.22,92.29,95.57,96.69
626247,,,,,,,,,,26.5,26.5,95.99,88.21,96.10,100.00,89.44,92.44,95.70
829075,,,,,,,,,,27.5,27.5,95.30,82.25,95.37,94.21,95.75,91.67,94.43
976035,,,,,,,,,,34,34,89.67,89.91,90.71,83.69,92.39,94.23,92.10
462091,,,,,,,,,,10.5,10.5,91.68,89.93,95.66,93.58,91.32,99.51,95.61
801629,,,,,,,,,,16.5,16.5,87.07,87.01,97.84,96.14,92.68,96.58,94.89
735069,,,,,,,,,,26.5,26.5,87.58,91.62,91.37,91.63,90.48,100.00,94.11
388826,,,,,,,,,,22.5,22.5,89.71,86.72,94.20,93.12,93.29,93.16,93.70
679576,,,,,,,,,,12.5,12.5,93.84,92.92,93.54,92.25,92.71,0.00,79.54
677360,,,,,,,,,,41.5,41.5,89.26,82.80,93.39,89.36,91.15,94.58,92.09
410794,,,,,,,,,,10.5,10.5,86.18,90.15,93.63,87.48,89.41,97.49,92.72
712939,,,,,,,,,,42.5,42.5,94.69,95.15,95.81,91.19,91.44,100.00,96.71
165041,,,,,,,,,,29.5,29.5,90.50,93.76,94.25,100.00,94.48,93.83,96.47
351566,,,,,,,,,,26.5,26.5,89.71,89.65,84.25,89.12,91.58,96.03,92.06
448936,,,,,,,,,,24.5,24.5,100.00,92.35,91.32,91.27,93.21,98.15,96.38
233349,,,,,,,,,,42.5,42.5,89.65,92.10,94.24,87.03,87.27,88.22,91.75
856850,,,,,,,,,,12.5,12.5,95.07,93.53,98.20,96.25,93.25,93.33,96.94
191373,,,,,,,,,,33.5,33.5,95.14,88.17,94.89,98.61,87.72,92.95,94.91
